"activity","subjectid","signaldomain","accelerationtype","method","measure","dimension","isjerk","ismagnitude","avg"
"standing","25","t","body","gyro","mean","x",FALSE,FALSE,-0.0247946750959459
"standing","25","t","body","gyro","mean","x",TRUE,FALSE,-0.100473697756757
"standing","25","t","body","gyro","mean","y",FALSE,FALSE,-0.0698876853378378
"standing","25","t","body","gyro","mean","y",TRUE,FALSE,-0.0418294632148649
"standing","25","t","body","gyro","mean","z",FALSE,FALSE,0.0852685438243243
"standing","25","t","body","gyro","mean","z",TRUE,FALSE,-0.0556979055540541
"standing","25","t","body","gyro","mean","NA",FALSE,TRUE,-0.967077442837838
"standing","25","t","body","gyro","mean","NA",TRUE,TRUE,-0.985091991216216
"standing","25","t","body","gyro","std","x",FALSE,FALSE,-0.971357421216216
"standing","25","t","body","gyro","std","x",TRUE,FALSE,-0.977909693918919
"standing","25","t","body","gyro","std","y",FALSE,FALSE,-0.976757621081081
"standing","25","t","body","gyro","std","y",TRUE,FALSE,-0.98724214
"standing","25","t","body","gyro","std","z",FALSE,FALSE,-0.971814139189189
"standing","25","t","body","gyro","std","z",TRUE,FALSE,-0.980722294459459
"standing","25","t","body","gyro","std","NA",FALSE,TRUE,-0.959884274324324
"standing","25","t","body","gyro","std","NA",TRUE,TRUE,-0.983230809594595
"standing","25","t","gravity","acc","mean","x",FALSE,FALSE,0.929794733108108
"standing","25","t","gravity","acc","mean","y",FALSE,FALSE,-0.159316786486486
"standing","25","t","gravity","acc","mean","z",FALSE,FALSE,0.201182106486486
"standing","25","t","gravity","acc","mean","NA",FALSE,TRUE,-0.972663592162162
"standing","25","t","gravity","acc","std","x",FALSE,FALSE,-0.993148267702703
"standing","25","t","gravity","acc","std","y",FALSE,FALSE,-0.980642970675676
"standing","25","t","gravity","acc","std","z",FALSE,FALSE,-0.967792578648649
"standing","25","t","gravity","acc","std","NA",FALSE,TRUE,-0.968075629324324
"standing","26","f","body","acc","mean","x",FALSE,FALSE,-0.991993372297297
"standing","26","f","body","acc","mean","x",TRUE,FALSE,-0.990586982162162
"standing","26","f","body","acc","mean","y",FALSE,FALSE,-0.958402317837838
"standing","26","f","body","acc","mean","y",TRUE,FALSE,-0.976267058648649
"standing","26","f","body","acc","mean","z",FALSE,FALSE,-0.97321515527027
"standing","26","f","body","acc","mean","z",TRUE,FALSE,-0.984563921216216
"standing","26","f","body","acc","mean","NA",FALSE,TRUE,-0.970605250405405
"standing","26","f","body","acc","mean","NA",TRUE,TRUE,-0.98287688945946
"standing","26","f","body","acc","std","x",FALSE,FALSE,-0.993702408378378
"standing","26","f","body","acc","std","x",TRUE,FALSE,-0.991275662027027
"standing","26","f","body","acc","std","y",FALSE,FALSE,-0.947829677432432
"standing","26","f","body","acc","std","y",TRUE,FALSE,-0.977354949459459
"standing","26","f","body","acc","std","z",FALSE,FALSE,-0.960027795540541
"standing","26","f","body","acc","std","z",TRUE,FALSE,-0.987428086216216
"standing","26","f","body","acc","std","NA",FALSE,TRUE,-0.963909299324324
"standing","26","f","body","acc","std","NA",TRUE,TRUE,-0.981129312702703
"standing","26","f","body","gyro","mean","x",FALSE,FALSE,-0.969364268513514
"standing","26","f","body","gyro","mean","y",FALSE,FALSE,-0.98388591027027
"standing","26","f","body","gyro","mean","z",FALSE,FALSE,-0.974459323783784
"standing","26","f","body","gyro","mean","NA",FALSE,TRUE,-0.972333108648649
"standing","26","f","body","gyro","mean","NA",TRUE,TRUE,-0.985762255540541
"standing","26","f","body","gyro","std","x",FALSE,FALSE,-0.975321645675676
"standing","26","f","body","gyro","std","y",FALSE,FALSE,-0.981740873108108
"standing","26","f","body","gyro","std","z",FALSE,FALSE,-0.977351005
"standing","26","f","body","gyro","std","NA",FALSE,TRUE,-0.962967605810811
"standing","26","f","body","gyro","std","NA",TRUE,TRUE,-0.983313996081081
"standing","26","t","body","acc","mean","x",FALSE,FALSE,0.281127035405405
"standing","26","t","body","acc","mean","x",TRUE,FALSE,0.0753578207972973
"standing","26","t","body","acc","mean","y",FALSE,FALSE,-0.0166608306652703
"standing","26","t","body","acc","mean","y",TRUE,FALSE,0.0081732226404054
"standing","26","t","body","acc","mean","z",FALSE,FALSE,-0.110237796416216
"standing","26","t","body","acc","mean","z",TRUE,FALSE,-0.00219497782824324
"standing","26","t","body","acc","mean","NA",FALSE,TRUE,-0.968511694324324
"standing","26","t","body","acc","mean","NA",TRUE,TRUE,-0.986985213648649
"standing","26","t","body","acc","std","x",FALSE,FALSE,-0.993069368783784
"standing","26","t","body","acc","std","x",TRUE,FALSE,-0.990498355
"standing","26","t","body","acc","std","y",FALSE,FALSE,-0.949466155405405
"standing","26","t","body","acc","std","y",TRUE,FALSE,-0.975935485405405
"standing","26","t","body","acc","std","z",FALSE,FALSE,-0.962988401351351
"standing","26","t","body","acc","std","z",TRUE,FALSE,-0.986693448648649
"standing","26","t","body","acc","std","NA",FALSE,TRUE,-0.962697299189189
"standing","26","t","body","acc","std","NA",TRUE,TRUE,-0.982626252972973
"standing","26","t","body","gyro","mean","x",FALSE,FALSE,-0.0245345837959459
"standing","26","t","body","gyro","mean","x",TRUE,FALSE,-0.100355997108108
"standing","26","t","body","gyro","mean","y",FALSE,FALSE,-0.0731385762635135
"standing","26","t","body","gyro","mean","y",TRUE,FALSE,-0.0409011992972973
"standing","26","t","body","gyro","mean","z",FALSE,FALSE,0.0776706781351351
"standing","26","t","body","gyro","mean","z",TRUE,FALSE,-0.0532541948283784
"standing","26","t","body","gyro","mean","NA",FALSE,TRUE,-0.968673955540541
"standing","26","t","body","gyro","mean","NA",TRUE,TRUE,-0.98854482527027
"standing","26","t","body","gyro","std","x",FALSE,FALSE,-0.973785111216216
"standing","26","t","body","gyro","std","x",TRUE,FALSE,-0.978472409324324
"standing","26","t","body","gyro","std","y",FALSE,FALSE,-0.982408142702703
"standing","26","t","body","gyro","std","y",TRUE,FALSE,-0.989766989864865
"standing","26","t","body","gyro","std","z",FALSE,FALSE,-0.974891360675676
"standing","26","t","body","gyro","std","z",TRUE,FALSE,-0.985992503243243
"standing","26","t","body","gyro","std","NA",FALSE,TRUE,-0.962653585540541
"standing","26","t","body","gyro","std","NA",TRUE,TRUE,-0.984253792432432
"standing","26","t","gravity","acc","mean","x",FALSE,FALSE,0.965460891621622
"standing","26","t","gravity","acc","mean","y",FALSE,FALSE,-0.140315421824324
"standing","26","t","gravity","acc","mean","z",FALSE,FALSE,0.0884142682297297
"standing","26","t","gravity","acc","mean","NA",FALSE,TRUE,-0.968511694324324
"standing","26","t","gravity","acc","std","x",FALSE,FALSE,-0.992678782162162
"standing","26","t","gravity","acc","std","y",FALSE,FALSE,-0.966986433783784
"standing","26","t","gravity","acc","std","z",FALSE,FALSE,-0.964228470675676
"standing","26","t","gravity","acc","std","NA",FALSE,TRUE,-0.962697299189189
"standing","27","f","body","acc","mean","x",FALSE,FALSE,-0.99012181225
"standing","27","f","body","acc","mean","x",TRUE,FALSE,-0.987771749375
"standing","27","f","body","acc","mean","y",FALSE,FALSE,-0.961356141125
"standing","27","f","body","acc","mean","y",TRUE,FALSE,-0.97586868
"standing","27","f","body","acc","mean","z",FALSE,FALSE,-0.97414624525
"standing","27","f","body","acc","mean","z",TRUE,FALSE,-0.9851113755
"standing","27","f","body","acc","mean","NA",FALSE,TRUE,-0.973186182375
"standing","27","f","body","acc","mean","NA",TRUE,TRUE,-0.984151646
"standing","27","f","body","acc","std","x",FALSE,FALSE,-0.99287582525
"standing","27","f","body","acc","std","x",TRUE,FALSE,-0.98860681
"standing","27","f","body","acc","std","y",FALSE,FALSE,-0.954381606375
"standing","27","f","body","acc","std","y",TRUE,FALSE,-0.977605582
"standing","27","f","body","acc","std","z",FALSE,FALSE,-0.958924794125
"standing","27","f","body","acc","std","z",TRUE,FALSE,-0.98820826225
"standing","27","f","body","acc","std","NA",FALSE,TRUE,-0.967529105125
"standing","27","f","body","acc","std","NA",TRUE,TRUE,-0.983022277625
"standing","27","f","body","gyro","mean","x",FALSE,FALSE,-0.970149628875
"standing","27","f","body","gyro","mean","y",FALSE,FALSE,-0.983731873
"standing","27","f","body","gyro","mean","z",FALSE,FALSE,-0.980862493125
"standing","27","f","body","gyro","mean","NA",FALSE,TRUE,-0.975525565625
"standing","27","f","body","gyro","mean","NA",TRUE,TRUE,-0.98941848275
"standing","27","f","body","gyro","std","x",FALSE,FALSE,-0.970221836375
"standing","27","f","body","gyro","std","y",FALSE,FALSE,-0.98185775725
"standing","27","f","body","gyro","std","z",FALSE,FALSE,-0.983105048875
"standing","27","f","body","gyro","std","NA",FALSE,TRUE,-0.96540017025
"standing","27","f","body","gyro","std","NA",TRUE,TRUE,-0.988579092
"standing","27","t","body","acc","mean","x",FALSE,FALSE,0.279566921625
"standing","27","t","body","acc","mean","x",TRUE,FALSE,0.074969980825
"standing","27","t","body","acc","mean","y",FALSE,FALSE,-0.016593236445
"standing","27","t","body","acc","mean","y",TRUE,FALSE,0.0122433312349875
"standing","27","t","body","acc","mean","z",FALSE,FALSE,-0.107835818025
"standing","27","t","body","acc","mean","z",TRUE,FALSE,-0.00137950299425
"standing","27","t","body","acc","mean","NA",FALSE,TRUE,-0.972753287375
"standing","27","t","body","acc","mean","NA",TRUE,TRUE,-0.985347620125
"standing","27","t","body","acc","std","x",FALSE,FALSE,-0.9919515835
"standing","27","t","body","acc","std","x",TRUE,FALSE,-0.987628362
"standing","27","t","body","acc","std","y",FALSE,FALSE,-0.955171419
"standing","27","t","body","acc","std","y",TRUE,FALSE,-0.975829725
"standing","27","t","body","acc","std","z",FALSE,FALSE,-0.962408444875
"standing","27","t","body","acc","std","z",TRUE,FALSE,-0.987354788
"standing","27","t","body","acc","std","NA",FALSE,TRUE,-0.9663601145
"standing","27","t","body","acc","std","NA",TRUE,TRUE,-0.98415908975
"standing","27","t","body","gyro","mean","x",FALSE,FALSE,-0.026731653905
"standing","27","t","body","gyro","mean","x",TRUE,FALSE,-0.0987605078625
"standing","27","t","body","gyro","mean","y",FALSE,FALSE,-0.067507120075
"standing","27","t","body","gyro","mean","y",TRUE,FALSE,-0.0417471753375
"standing","27","t","body","gyro","mean","z",FALSE,FALSE,0.07168414632375
"standing","27","t","body","gyro","mean","z",TRUE,FALSE,-0.051403918985
"standing","27","t","body","gyro","mean","NA",FALSE,TRUE,-0.968702956625
"standing","27","t","body","gyro","mean","NA",TRUE,TRUE,-0.989532103875
"standing","27","t","body","gyro","std","x",FALSE,FALSE,-0.9699020075
"standing","27","t","body","gyro","std","x",TRUE,FALSE,-0.9826424495
"standing","27","t","body","gyro","std","y",FALSE,FALSE,-0.982498991125
"standing","27","t","body","gyro","std","y",TRUE,FALSE,-0.990798007875
"standing","27","t","body","gyro","std","z",FALSE,FALSE,-0.981281807
"standing","27","t","body","gyro","std","z",TRUE,FALSE,-0.9889703575
"standing","27","t","body","gyro","std","NA",FALSE,TRUE,-0.965693334
"standing","27","t","body","gyro","std","NA",TRUE,TRUE,-0.988819784
"standing","27","t","gravity","acc","mean","x",FALSE,FALSE,0.965351492
"standing","27","t","gravity","acc","mean","y",FALSE,FALSE,-0.188504847375
"standing","27","t","gravity","acc","mean","z",FALSE,FALSE,-0.00557416876082625
"standing","27","t","gravity","acc","mean","NA",FALSE,TRUE,-0.972753287375
"standing","27","t","gravity","acc","std","x",FALSE,FALSE,-0.994012162875
"standing","27","t","gravity","acc","std","y",FALSE,FALSE,-0.97964105225
"standing","27","t","gravity","acc","std","z",FALSE,FALSE,-0.968169953625
"standing","27","t","gravity","acc","std","NA",FALSE,TRUE,-0.9663601145
"standing","28","f","body","acc","mean","x",FALSE,FALSE,-0.97251980164557
"standing","28","f","body","acc","mean","x",TRUE,FALSE,-0.968513715189873
"standing","28","f","body","acc","mean","y",FALSE,FALSE,-0.893430392658228
"standing","28","f","body","acc","mean","y",TRUE,FALSE,-0.93516897835443
"standing","28","f","body","acc","mean","z",FALSE,FALSE,-0.934503028481013
"standing","28","f","body","acc","mean","z",TRUE,FALSE,-0.964751238734177
"standing","28","f","body","acc","mean","NA",FALSE,TRUE,-0.929146479367089
"standing","28","f","body","acc","mean","NA",TRUE,TRUE,-0.952727765189873
"standing","28","f","body","acc","std","x",FALSE,FALSE,-0.98026749
"standing","28","f","body","acc","std","x",TRUE,FALSE,-0.971672796708861
"standing","28","f","body","acc","std","y",FALSE,FALSE,-0.87446926556962
"standing","28","f","body","acc","std","y",TRUE,FALSE,-0.936991280253165
"standing","28","f","body","acc","std","z",FALSE,FALSE,-0.897600800886076
"standing","28","f","body","acc","std","z",TRUE,FALSE,-0.973572051898734
"standing","28","f","body","acc","std","NA",FALSE,TRUE,-0.923857158227848
"standing","28","f","body","acc","std","NA",TRUE,TRUE,-0.954963155316456
"standing","28","f","body","gyro","mean","x",FALSE,FALSE,-0.880426103164557
"standing","28","f","body","gyro","mean","y",FALSE,FALSE,-0.948160785316456
"standing","28","f","body","gyro","mean","z",FALSE,FALSE,-0.926655192405063
"standing","28","f","body","gyro","mean","NA",FALSE,TRUE,-0.909652436329114
"standing","28","f","body","gyro","mean","NA",TRUE,TRUE,-0.958758576835443
"standing","28","f","body","gyro","std","x",FALSE,FALSE,-0.886706768227848
"standing","28","f","body","gyro","std","y",FALSE,FALSE,-0.936101609113924
"standing","28","f","body","gyro","std","z",FALSE,FALSE,-0.932039083037975
"standing","28","f","body","gyro","std","NA",FALSE,TRUE,-0.878459662025316
"standing","28","f","body","gyro","std","NA",TRUE,TRUE,-0.955983424556962
"standing","28","t","body","acc","mean","x",FALSE,FALSE,0.277795069113924
"standing","28","t","body","acc","mean","x",TRUE,FALSE,0.0753131601898734
"standing","28","t","body","acc","mean","y",FALSE,FALSE,-0.0172635124672152
"standing","28","t","body","acc","mean","y",TRUE,FALSE,0.00907363218518987
"standing","28","t","body","acc","mean","z",FALSE,FALSE,-0.106579385202532
"standing","28","t","body","acc","mean","z",TRUE,FALSE,-0.00267810077607595
"standing","28","t","body","acc","mean","NA",FALSE,TRUE,-0.92547165164557
"standing","28","t","body","acc","mean","NA",TRUE,TRUE,-0.959551987468354
"standing","28","t","body","acc","std","x",FALSE,FALSE,-0.977748638607595
"standing","28","t","body","acc","std","x",TRUE,FALSE,-0.968604559620253
"standing","28","t","body","acc","std","y",FALSE,FALSE,-0.875689216835443
"standing","28","t","body","acc","std","y",TRUE,FALSE,-0.933768175063291
"standing","28","t","body","acc","std","z",FALSE,FALSE,-0.905123824177215
"standing","28","t","body","acc","std","z",TRUE,FALSE,-0.969765362025316
"standing","28","t","body","acc","std","NA",FALSE,TRUE,-0.917658334177215
"standing","28","t","body","acc","std","NA",TRUE,TRUE,-0.954068391518987
"standing","28","t","body","gyro","mean","x",FALSE,FALSE,-0.0253281543540506
"standing","28","t","body","gyro","mean","x",TRUE,FALSE,-0.102248409070886
"standing","28","t","body","gyro","mean","y",FALSE,FALSE,-0.0739001646962025
"standing","28","t","body","gyro","mean","y",TRUE,FALSE,-0.0431364662518987
"standing","28","t","body","gyro","mean","z",FALSE,FALSE,0.0865173111012658
"standing","28","t","body","gyro","mean","z",TRUE,FALSE,-0.0525896252375949
"standing","28","t","body","gyro","mean","NA",FALSE,TRUE,-0.894242469620253
"standing","28","t","body","gyro","mean","NA",TRUE,TRUE,-0.959681019113924
"standing","28","t","body","gyro","std","x",FALSE,FALSE,-0.884032232405063
"standing","28","t","body","gyro","std","x",TRUE,FALSE,-0.928343397721519
"standing","28","t","body","gyro","std","y",FALSE,FALSE,-0.940006320126582
"standing","28","t","body","gyro","std","y",TRUE,FALSE,-0.972977006708861
"standing","28","t","body","gyro","std","z",FALSE,FALSE,-0.925491442911392
"standing","28","t","body","gyro","std","z",TRUE,FALSE,-0.956497163670886
"standing","28","t","body","gyro","std","NA",FALSE,TRUE,-0.876917545696203
"standing","28","t","body","gyro","std","NA",TRUE,TRUE,-0.956266480126582
"standing","28","t","gravity","acc","mean","x",FALSE,FALSE,0.948514848481013
"standing","28","t","gravity","acc","mean","y",FALSE,FALSE,-0.247656166582278
"standing","28","t","gravity","acc","mean","z",FALSE,FALSE,-0.0385830501632911
"standing","28","t","gravity","acc","mean","NA",FALSE,TRUE,-0.92547165164557
"standing","28","t","gravity","acc","std","x",FALSE,FALSE,-0.990059426582279
"standing","28","t","gravity","acc","std","y",FALSE,FALSE,-0.962801441898734
"standing","28","t","gravity","acc","std","z",FALSE,FALSE,-0.951782181518987
"standing","28","t","gravity","acc","std","NA",FALSE,TRUE,-0.917658334177215
"standing","29","f","body","acc","mean","x",FALSE,FALSE,-0.995024039692308
"standing","29","f","body","acc","mean","x",TRUE,FALSE,-0.993736906
"standing","29","f","body","acc","mean","y",FALSE,FALSE,-0.973345770461538
"standing","29","f","body","acc","mean","y",TRUE,FALSE,-0.983194980615385
"standing","29","f","body","acc","mean","z",FALSE,FALSE,-0.984096024769231
"standing","29","f","body","acc","mean","z",TRUE,FALSE,-0.988541579384615
"standing","29","f","body","acc","mean","NA",FALSE,TRUE,-0.984548094769231
"standing","29","f","body","acc","mean","NA",TRUE,TRUE,-0.989793892615385
"standing","29","f","body","acc","std","x",FALSE,FALSE,-0.996604570307692
"standing","29","f","body","acc","std","x",TRUE,FALSE,-0.994123423538462
"standing","29","f","body","acc","std","y",FALSE,FALSE,-0.968278553076923
"standing","29","f","body","acc","std","y",TRUE,FALSE,-0.984782782307692
"standing","29","f","body","acc","std","z",FALSE,FALSE,-0.978802973692308
"standing","29","f","body","acc","std","z",TRUE,FALSE,-0.991316374615385
"standing","29","f","body","acc","std","NA",FALSE,TRUE,-0.982247716
"standing","29","f","body","acc","std","NA",TRUE,TRUE,-0.990327934615385
"standing","29","f","body","gyro","mean","x",FALSE,FALSE,-0.974485449538462
"standing","29","f","body","gyro","mean","y",FALSE,FALSE,-0.991586674
"standing","29","f","body","gyro","mean","z",FALSE,FALSE,-0.983654714461538
"standing","29","f","body","gyro","mean","NA",FALSE,TRUE,-0.980879722923077
"standing","29","f","body","gyro","mean","NA",TRUE,TRUE,-0.991672052
"standing","29","f","body","gyro","std","x",FALSE,FALSE,-0.979162564923077
"standing","29","f","body","gyro","std","y",FALSE,FALSE,-0.989643721230769
"standing","29","f","body","gyro","std","z",FALSE,FALSE,-0.984714226461538
"standing","29","f","body","gyro","std","NA",FALSE,TRUE,-0.975938728769231
"standing","29","f","body","gyro","std","NA",TRUE,TRUE,-0.991516778307692
"standing","29","t","body","acc","mean","x",FALSE,FALSE,0.277965065846154
"standing","29","t","body","acc","mean","x",TRUE,FALSE,0.0753052530307692
"standing","29","t","body","acc","mean","y",FALSE,FALSE,-0.0172605869061538
"standing","29","t","body","acc","mean","y",TRUE,FALSE,0.0115104978664615
"standing","29","t","body","acc","mean","z",FALSE,FALSE,-0.108659067476923
"standing","29","t","body","acc","mean","z",TRUE,FALSE,0.000332894985246154
"standing","29","t","body","acc","mean","NA",FALSE,TRUE,-0.984745318923077
"standing","29","t","body","acc","mean","NA",TRUE,TRUE,-0.990785419538462
"standing","29","t","body","acc","std","x",FALSE,FALSE,-0.996068635384615
"standing","29","t","body","acc","std","x",TRUE,FALSE,-0.993652820615385
"standing","29","t","body","acc","std","y",FALSE,FALSE,-0.969295721076923
"standing","29","t","body","acc","std","y",TRUE,FALSE,-0.983338157846154
"standing","29","t","body","acc","std","z",FALSE,FALSE,-0.980207488923077
"standing","29","t","body","acc","std","z",TRUE,FALSE,-0.990593859692308
"standing","29","t","body","acc","std","NA",FALSE,TRUE,-0.981745712923077
"standing","29","t","body","acc","std","NA",TRUE,TRUE,-0.990495689538462
"standing","29","t","body","gyro","mean","x",FALSE,FALSE,-0.0276075573307692
"standing","29","t","body","gyro","mean","x",TRUE,FALSE,-0.0988701505538462
"standing","29","t","body","gyro","mean","y",FALSE,FALSE,-0.0721060679123077
"standing","29","t","body","gyro","mean","y",TRUE,FALSE,-0.0405110578461538
"standing","29","t","body","gyro","mean","z",FALSE,FALSE,0.0827583768461538
"standing","29","t","body","gyro","mean","z",TRUE,FALSE,-0.0544926306307692
"standing","29","t","body","gyro","mean","NA",FALSE,TRUE,-0.980657340461539
"standing","29","t","body","gyro","mean","NA",TRUE,TRUE,-0.992144698923077
"standing","29","t","body","gyro","std","x",FALSE,FALSE,-0.977994819846154
"standing","29","t","body","gyro","std","x",TRUE,FALSE,-0.983293061692308
"standing","29","t","body","gyro","std","y",FALSE,FALSE,-0.990364876307692
"standing","29","t","body","gyro","std","y",TRUE,FALSE,-0.995533113076923
"standing","29","t","body","gyro","std","z",FALSE,FALSE,-0.983368643230769
"standing","29","t","body","gyro","std","z",TRUE,FALSE,-0.990685705384615
"standing","29","t","body","gyro","std","NA",FALSE,TRUE,-0.975358665384615
"standing","29","t","body","gyro","std","NA",TRUE,TRUE,-0.991453632153846
"standing","29","t","gravity","acc","mean","x",FALSE,FALSE,0.974508732
"standing","29","t","gravity","acc","mean","y",FALSE,FALSE,-0.05848715356
"standing","29","t","gravity","acc","mean","z",FALSE,FALSE,0.0316145849747692
"standing","29","t","gravity","acc","mean","NA",FALSE,TRUE,-0.984745318923077
"standing","29","t","gravity","acc","std","x",FALSE,FALSE,-0.996764227384615
"standing","29","t","gravity","acc","std","y",FALSE,FALSE,-0.985134032307692
"standing","29","t","gravity","acc","std","z",FALSE,FALSE,-0.984464543538462
"standing","29","t","gravity","acc","std","NA",FALSE,TRUE,-0.981745712923077
"standing","3","f","body","acc","mean","x",FALSE,FALSE,-0.960123409508197
"standing","3","f","body","acc","mean","x",TRUE,FALSE,-0.957666856721311
"standing","3","f","body","acc","mean","y",FALSE,FALSE,-0.908075353770492
"standing","3","f","body","acc","mean","y",TRUE,FALSE,-0.943497973606557
"standing","3","f","body","acc","mean","z",FALSE,FALSE,-0.939507735245902
"standing","3","f","body","acc","mean","z",TRUE,FALSE,-0.969174903442623
"standing","3","f","body","acc","mean","NA",FALSE,TRUE,-0.926968932295082
"standing","3","f","body","acc","mean","NA",TRUE,TRUE,-0.948627467704918
"standing","3","f","body","acc","std","x",FALSE,FALSE,-0.969931287377049
"standing","3","f","body","acc","std","x",TRUE,FALSE,-0.960570921803279
"standing","3","f","body","acc","std","y",FALSE,FALSE,-0.89243434852459
"standing","3","f","body","acc","std","y",TRUE,FALSE,-0.943948547213115
"standing","3","f","body","acc","std","z",FALSE,FALSE,-0.904801254590164
"standing","3","f","body","acc","std","z",TRUE,FALSE,-0.975595949508197
"standing","3","f","body","acc","std","NA",FALSE,TRUE,-0.921836076557377
"standing","3","f","body","acc","std","NA",TRUE,TRUE,-0.94820681442623
"standing","3","f","body","gyro","mean","x",FALSE,FALSE,-0.901282267540984
"standing","3","f","body","gyro","mean","y",FALSE,FALSE,-0.937711157213115
"standing","3","f","body","gyro","mean","z",FALSE,FALSE,-0.916172537704918
"standing","3","f","body","gyro","mean","NA",FALSE,TRUE,-0.913682362622951
"standing","3","f","body","gyro","mean","NA",TRUE,TRUE,-0.960331717868852
"standing","3","f","body","gyro","std","x",FALSE,FALSE,-0.901985672459016
"standing","3","f","body","gyro","std","y",FALSE,FALSE,-0.923125941147541
"standing","3","f","body","gyro","std","z",FALSE,FALSE,-0.919743846065574
"standing","3","f","body","gyro","std","NA",FALSE,TRUE,-0.883439718032787
"standing","3","f","body","gyro","std","NA",TRUE,TRUE,-0.957121510491803
"standing","3","t","body","acc","mean","x",FALSE,FALSE,0.280046513278689
"standing","3","t","body","acc","mean","x",TRUE,FALSE,0.0750900622277049
"standing","3","t","body","acc","mean","y",FALSE,FALSE,-0.0143376555065574
"standing","3","t","body","acc","mean","y",TRUE,FALSE,0.00771663644590164
"standing","3","t","body","acc","mean","z",FALSE,FALSE,-0.101621722633148
"standing","3","t","body","acc","mean","z",TRUE,FALSE,-0.00807177934114754
"standing","3","t","body","acc","mean","NA",FALSE,TRUE,-0.925430819016393
"standing","3","t","body","acc","mean","NA",TRUE,TRUE,-0.959303840327869
"standing","3","t","body","acc","std","x",FALSE,FALSE,-0.96674254295082
"standing","3","t","body","acc","std","x",TRUE,FALSE,-0.957086489344262
"standing","3","t","body","acc","std","y",FALSE,FALSE,-0.893449307213115
"standing","3","t","body","acc","std","y",TRUE,FALSE,-0.941686785737705
"standing","3","t","body","acc","std","z",FALSE,FALSE,-0.911419015081967
"standing","3","t","body","acc","std","z",TRUE,FALSE,-0.973059634918033
"standing","3","t","body","acc","std","NA",FALSE,TRUE,-0.915143303606557
"standing","3","t","body","acc","std","NA",TRUE,TRUE,-0.948770043278689
"standing","3","t","body","gyro","mean","x",FALSE,FALSE,-0.0246626070770492
"standing","3","t","body","gyro","mean","x",TRUE,FALSE,-0.0994602620655738
"standing","3","t","body","gyro","mean","y",FALSE,FALSE,-0.0585101918262295
"standing","3","t","body","gyro","mean","y",TRUE,FALSE,-0.0472415819016393
"standing","3","t","body","gyro","mean","z",FALSE,FALSE,0.0665262054098361
"standing","3","t","body","gyro","mean","z",TRUE,FALSE,-0.0416832156688525
"standing","3","t","body","gyro","mean","NA",FALSE,TRUE,-0.892089349344262
"standing","3","t","body","gyro","mean","NA",TRUE,TRUE,-0.962339339672131
"standing","3","t","body","gyro","std","x",FALSE,FALSE,-0.900462227540984
"standing","3","t","body","gyro","std","x",TRUE,FALSE,-0.940937642459016
"standing","3","t","body","gyro","std","y",FALSE,FALSE,-0.927788618196721
"standing","3","t","body","gyro","std","y",TRUE,FALSE,-0.968433747868853
"standing","3","t","body","gyro","std","z",FALSE,FALSE,-0.91236408147541
"standing","3","t","body","gyro","std","z",TRUE,FALSE,-0.958293011803279
"standing","3","t","body","gyro","std","NA",FALSE,TRUE,-0.88212522147541
"standing","3","t","body","gyro","std","NA",TRUE,TRUE,-0.957679766885246
"standing","3","t","gravity","acc","mean","x",FALSE,FALSE,0.93503077852459
"standing","3","t","gravity","acc","mean","y",FALSE,FALSE,-0.301735130327869
"standing","3","t","gravity","acc","mean","z",FALSE,FALSE,0.024763106752459
"standing","3","t","gravity","acc","mean","NA",FALSE,TRUE,-0.925430819016393
"standing","3","t","gravity","acc","std","x",FALSE,FALSE,-0.982020428032787
"standing","3","t","gravity","acc","std","y",FALSE,FALSE,-0.957425321803279
"standing","3","t","gravity","acc","std","z",FALSE,FALSE,-0.928161577377049
"standing","3","t","gravity","acc","std","NA",FALSE,TRUE,-0.915143303606557
"standing","30","f","body","acc","mean","x",FALSE,FALSE,-0.972014050847458
"standing","30","f","body","acc","mean","x",TRUE,FALSE,-0.967857589322034
"standing","30","f","body","acc","mean","y",FALSE,FALSE,-0.919475121186441
"standing","30","f","body","acc","mean","y",TRUE,FALSE,-0.957434887457627
"standing","30","f","body","acc","mean","z",FALSE,FALSE,-0.938089774915254
"standing","30","f","body","acc","mean","z",TRUE,FALSE,-0.962892627966102
"standing","30","f","body","acc","mean","NA",FALSE,TRUE,-0.932047450677966
"standing","30","f","body","acc","mean","NA",TRUE,TRUE,-0.953357615932203
"standing","30","f","body","acc","std","x",FALSE,FALSE,-0.980426575762712
"standing","30","f","body","acc","std","x",TRUE,FALSE,-0.972216728644068
"standing","30","f","body","acc","std","y",FALSE,FALSE,-0.885572781694915
"standing","30","f","body","acc","std","y",TRUE,FALSE,-0.960442360508475
"standing","30","f","body","acc","std","z",FALSE,FALSE,-0.907286793050847
"standing","30","f","body","acc","std","z",TRUE,FALSE,-0.973954338305085
"standing","30","f","body","acc","std","NA",FALSE,TRUE,-0.921733233050847
"standing","30","f","body","acc","std","NA",TRUE,TRUE,-0.946639846949153
"standing","30","f","body","gyro","mean","x",FALSE,FALSE,-0.915742855084746
"standing","30","f","body","gyro","mean","y",FALSE,FALSE,-0.945628836949153
"standing","30","f","body","gyro","mean","z",FALSE,FALSE,-0.937798124576271
"standing","30","f","body","gyro","mean","NA",FALSE,TRUE,-0.917449417288136
